,Parent Company,Child Company,Child Description,split
276,500 Startups,Pura Mente,"Our funding stage is Seed. Meditation app in Spanish Located in Americana, Sao Paulo, Brazil, South America. Involved in the following industries: unknown Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.20834191791422496
277,500 Startups,SeeMexico,"Our funding stage is Seed. SeeMexico is an online platform dedicated to marketing tours and trips in Mexico. Located in Mexico City, Distrito Federal, Mexico, North America. Involved in the following industries: Information Technology, Online Portals, Travel Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",1.4978780143237198
278,500 Startups,Payple,"Our funding stage is Seed. PayPal is a credit card + bank transfer integrated payment service that removes all the obstacles to your convenience. Located in Seocho, Seoul-t'ukpyolsi, South Korea, Asia. Involved in the following industries: Payments Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.5651714732019757
279,500 Startups,Vech,"Our funding stage is Seed. Vech provides steady income for gig workers Located in Mexico City, Distrito Federal, Mexico, North America. Involved in the following industries: Financial Services, FinTech, Lending Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",1.0728455372686712
280,500 Startups,ProSpark,"Our funding stage is Seed. ProSpark is a user-friendly Learning Management System (LMS). Located in Bangkok, Krung Thep, Thailand, Asia. Involved in the following industries: E-Learning Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-1.4490526463666742
281,500 Startups,Linkshop,"Our funding stage is Seed. Linkshop is a professional retail industry website, providing full-round information and data services. Located in Hangzhou, Zhejiang, China, Asia. Involved in the following industries: News Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.7580602296769722
282,500 Startups,Bakala,"Our funding stage is Seed. Bakala is a Software-as-a-Service tool that provides Fast Moving Consumer Goods companies with real-time access to analytics. Located in Beirut, Beyrouth, Lebanon, Asia. Involved in the following industries: Consumer Goods, Fast-Moving Consumer Goods, SaaS Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.21116421511801126
283,500 Startups,GetVan,"Our funding stage is Seed. GetVan is your go-to platform for just-in-time and pre-booked goods and passenger vehicles in Singapore Located in Singapore, Central Region, Singapore, Asia. Involved in the following industries: Internet, Logistics, Mobile Apps, Social Media, Transportation Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.8404773803281497
284,500 Startups,Productfy,"Our funding stage is Seed. Productfy is a secure and advanced platform for building financial applications. Located in San Jose, California, United States, North America. Involved in the following industries: Financial Services, FinTech, Software Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-1.9162025805247571
285,500 Startups,Briza.io,"Our funding stage is Seed. The commercial insurance-as-a-service API. Connecting underwriters to agencies and financial applications to make insurance instant. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Insurance, InsurTech Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-1.1152696547476155
286,500 Startups,PeopleFund,"Our funding stage is Series B. PeopleFund is Korea's leading digital lender focused on consumer finance. Located in Seoul, Seoul-t'ukpyolsi, South Korea, Asia. Involved in the following industries: Finance, Financial Services, FinTech Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.7861788007659194
287,500 Startups,MyCash Online,"Our funding stage is Venture - Series Unknown. MyCash Online is a financial services company. Located in Selangor, Selangor, Malaysia, Asia. Involved in the following industries: E-Commerce, Financial Services, Internet, Marketplace Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.17651305258157382
289,500 Startups,Quantum Platform,"Our funding stage is Seed. Quantum Platform is a business-to-business product platform for sampling solutions. Located in Jeddah, Makkah, Saudi Arabia, Asia. Involved in the following industries: B2B, E-Commerce, Fast-Moving Consumer Goods, Product Research Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.10576671349989823
290,500 Startups,Taskty.com,"Our funding stage is Seed. Taskty.com is the first market for domestic services on the Internet. Located in Cairo, Al Qahirah, Egypt, Africa. Involved in the following industries: E-Commerce, Internet, Marketplace, Social Media Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.7699843320953168
294,500 Startups,Compute Software,"Our funding stage is Seed. Compute Software is a cloud optimization platform that maximizes cloud cost savings, performance, and Engineering productivity, all at once. Located in Mountain View, California, United States, North America. Involved in the following industries: Cloud Computing, Cloud Infrastructure, Enterprise Software, Information Technology, IT Management, SaaS Our current investors include 500 Startups. Funding amount (USD) so far is 1825000.0.",0.1615640690891791
295,500 Startups,Springboard,"Our funding stage is Series A. Springboard is an e-learning platform that prepares people for modern careers through cutting edge curriculum and mentor guidance. Located in San Francisco, California, United States, North America. Involved in the following industries: E-Learning, EdTech, Education Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-0.3927753004022817
296,500 Startups,Kolay,"Our funding stage is Seed. Kolay helps HR professionals to streamline their day to day tasks with an easy to use and smart SaaS platform. Located in Kagithane, Istanbul, Turkey, Europe. Involved in the following industries: Human Resources, SaaS, Software Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.3011324657766949
297,500 Startups,Bunch,"Our funding stage is Seed. Bunch is the first app that allows its users to play their favorite games with friends over video chat. Located in New City, New York, United States, North America. Involved in the following industries: Apps, Gaming, Information Technology, Mobile Apps, Software, Video Chat Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-0.04517491087260444
299,500 Startups,The Clozet,"Our funding stage is Series A. THE CLOZET is a fashion sharing service aiming to be Airbnb for fashion. Located in Seoul, Seoul-t'ukpyolsi, South Korea, Asia. Involved in the following industries: E-Commerce Our current investors include 500 Startups, D3 Jubilee, KDB Capital, Korea Development Bank, SparkLabs Ventures. Funding amount (USD) so far is 3625427.0.",-0.5253202133724332
300,500 Startups,Enhance Ventures,"Our funding stage is Seed. Enhance is a venture builder that develops web and mobile-enabled businesses for the Middle East, North Africa, Pakistan and Turkey. Located in Dubai, Dubai, United Arab Emirates, Asia. Involved in the following industries: Internet, Mobile, Web Development Our current investors include 500 Startups, Integrated Networks, Shorooq Partners. Funding amount (USD) so far is 1500000.0.",0.2739677972319055
301,500 Startups,Intercom,"Our funding stage is Seed. Conversational Relationship Platform helping businesses build customer relationships through personalized, messenger-based experiences. Located in San Francisco, California, United States, North America. Involved in the following industries: Apps, CRM, Customer Service, Marketing Automation, Messaging, SaaS, Sales Automation, Software Our current investors include 500 Startups, Andy McLoughlin, Biz Stone, Caelen King, Conor Stanley, Dan Martell, David Coallier, David Hauser, DG Ventures, Digital Garage, Eamon Leonard, Jonathan Siegel, Jonathan Strauss, Oyster Technology Investments, Paddy Holahan, Roham Gharegozlou, Stuart Coulson. Funding amount (USD) so far is 1000000.0.",-0.38771781219777113
303,500 Startups,WHILL,"Our funding stage is Series A. WHILL designs and creates personal mobility products for indoor and outdoor applications. Located in San Carlos, California, United States, North America. Involved in the following industries: Automotive, Hardware, Internet of Things, Medical Device, Mobile, Robotics Our current investors include 500 Startups, Innovation Network Corporation of Japan, ITOCHU Technology Ventures, Jochu Technology, Mitsubishi UFJ Capital, NTT DOCOMO Ventures, Scott McNealy, Tokyo Century, YJ Capital. Funding amount (USD) so far is 10483519.0.",-0.014139586385313464
304,500 Startups,MotionElements,"Our funding stage is Seed. MotionElements is the leading royalty-free marketplace in Asia for worldwide stock video and music content. Located in Singapore, Central Region, Singapore, Asia. Involved in the following industries: E-Commerce, Marketplace, Music, Video Our current investors include 500 Startups, Incubate Fund, KK Fund. Funding amount (USD) so far is unknown.",1.75347909011475
305,500 Startups,Carbon Health,"Our funding stage is Series B. Carbon Health is a tech-enabled healthcare company that delivers a virtual care experience. Located in San Francisco, California, United States, North America. Involved in the following industries: Electronic Health Record (EHR), Health Care, Medical, mHealth, Mobile Apps Our current investors include 500 Startups, Brookfield Asset Management, Builders VC, Bullpen Capital, DCVC, Flatiron Health, Javelin Venture Partners, Steve Seigel, Two Sigma Ventures, Vivek Garipalli. Funding amount (USD) so far is 35000000.0.",0.9357363289825333
306,500 Startups,Coursebase,"Our funding stage is Seed. Coursebase is a developer of a learning management system used in providing training through an enterprise web application. Located in Tokyo, Tokyo, Japan, Asia. Involved in the following industries: Apps, Education, Enterprise Software, Human Resources, Information Technology, Software, Training Our current investors include 500 Startups, CyberAgent Capital, DG Ventures, Digital Garage, Etsuji Otsuka, SunBridge Global Ventures. Funding amount (USD) so far is unknown.",0.14606141716047114
307,500 Startups,Invygo,"Our funding stage is Seed. Invygo is an app-based car subscription company that gives customers an access to dealership verified cars. Located in Dubai, Dubai, United Arab Emirates, Asia. Involved in the following industries: Car Sharing, Information Technology, Micro Lending, Rental, Subscription Service Our current investors include 500 Startups, Class 5 Global, EQ2 Ventures. Funding amount (USD) so far is 1000000.0.",-0.5148270101982978
308,500 Startups,OLSET,"Our funding stage is Seed. OLSET is a technology provider offering big data based personalization solutions for the travel and hospitality industry. Located in San Francisco, California, United States, North America. Involved in the following industries: Big Data, Personalization, Software, Travel Our current investors include 23Seed, 500 Startups, DG Ventures, Digital Garage, Merced Capital, Montage Ventures, Plug and Play, XG Ventures. Funding amount (USD) so far is 600000.0.",1.5126434883678082
309,500 Startups,Headout,"Our funding stage is Seed. Headout is an on-demand mobile concierge helping travelers book the best local experiences for the next 24 hours at discounted prices. Located in New York, New York, United States, North America. Involved in the following industries: Marketplace, Mobile, Travel Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-0.34124005063323115
310,500 Startups,Baker Technologies,"Our funding stage is Seed. We make smart products to help the best dispensaries keep their customers happy and loyal. Located in Denver, Colorado, United States, North America. Involved in the following industries: Cannabis, CRM, Software Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-0.18375216166961225
312,500 Startups,misterb&b,"Our funding stage is Seed. Misterb&b is an operator of a property rental marketplace used to connect travelers and hosts in the LGBTQ community. Located in San Francisco, California, United States, North America. Involved in the following industries: Leisure, LGBT, Rental, Tourism, Travel Our current investors include 500 Startups. Funding amount (USD) so far is 150000.0.",1.325269194111693
314,500 Startups,Pilleve,"Our funding stage is Seed. Preventing prescription opioid abuse and addiction Located in Washington, District of Columbia, United States, North America. Involved in the following industries: Health Care, Health Diagnostics, Information Technology, Medical Device Our current investors include 500 Startups, One Way Ventures, Unshackled Ventures. Funding amount (USD) so far is unknown.",0.317994778401585
315,500 Startups,Amity,"Our funding stage is Seed. Amity is the home of innovative digital solutions that help organizations, teams and individuals achieve more the power of technology. Located in London, England, United Kingdom, Europe. Involved in the following industries: Meeting Software, Software Our current investors include 500 Startups, Tigerlabs, Wavemaker Partners. Funding amount (USD) so far is 1000000.0.",0.7093712876943876
316,500 Startups,Solana,"Our funding stage is Pre-Seed. An exceptionally fast, secure, and scalable blockchain network. Located in San Francisco, California, United States, North America. Involved in the following industries: Blockchain, Internet, Virtual Currency Our current investors include 500 Startups, Chris McCann. Funding amount (USD) so far is unknown.",0.4527779083022609
317,500 Startups,Ledger Investing,"Our funding stage is Seed. Ledger Investing is an online marketplace powering interactions between investors and insurance carriers. Located in Washington, District of Columbia, United States, North America. Involved in the following industries: Financial Services, Insurance, Marketplace Our current investors include 500 Startups, Accel, AmWINS Group, Garrett Koehn, MassMutual Ventures, Rising Tide, SignalFire. Funding amount (USD) so far is 5139000.0.",-0.24769257299178737
318,500 Startups,Speek,"Our funding stage is Series A. Speek enables conference calling by using a unique web link instead of dial-ins, PINs or downloads. Located in Ashburn, Virginia, United States, North America. Involved in the following industries: Mobile, Software Our current investors include 500 Startups, CNF Investments, LLC, Haroon Mokhtarzada, Michael Chasen, Middle Bridge Partners, Middleland Capital, Sonny Ganguly, Timothy Chi, Zeki Mokhtarzada. Funding amount (USD) so far is 5100000.0.",-2.570965694960284
320,500 Startups,Jasper,"Our funding stage is Seed. Jasper, formerly CreditStacks, is a financial service company that offers a premium Mastercard® designed for professionals. Located in San Francisco, California, United States, North America. Involved in the following industries: Banking, Credit Cards, Financial Services, FinTech, Risk Management Our current investors include 500 Startups, Off the Grid Ventures, Philippe Suchet. Funding amount (USD) so far is unknown.",0.6201596021812663
321,500 Startups,HiCustomer,"Our funding stage is Seed. HiCustomer is a developer of a customer success management platform intended to act as an engine for business growth. Located in Gotanda, Tokyo, Japan, Asia. Involved in the following industries: SaaS Our current investors include 500 Startups, Archetype Ventures, BEENEXT, Coral Capital. Funding amount (USD) so far is 1932545.0.",-0.385406860290098
322,500 Startups,Credit Engine,"Our funding stage is Seed. Credit Engine is a online lending platform enables financial institutions. Located in Roppongi, Tokyo, Japan, Asia. Involved in the following industries: Credit, Financial Services, FinTech, Lending Our current investors include 500 Startups, 500 Startups Japan, Freebit Investment. Funding amount (USD) so far is 529617.0.",-1.3555679167454693
323,500 Startups,Authlete,"Our funding stage is Seed. Authlete provides a set of Web APIs with which developers implement servers supporting OAuth 2.0, OpenID Connect, Financial-grade API, etc. Located in Tokyo, Tokyo, Japan, Asia. Involved in the following industries: Cloud Data Services, Information Services, Information Technology Our current investors include 500 Startups. Funding amount (USD) so far is 1200000.0.",-0.3383828806175309
324,500 Startups,KURASERU,"Our funding stage is Seed. KURASERU is a Japanese startup company that provides facility matching service for medical social workers and care managers. Located in Kobe, Kyoto, Japan, Asia. Involved in the following industries: Facilities Support Services, Health Care, Medical Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",0.09619036299306255
326,500 Startups,Zesty,"Our funding stage is Seed. Zesty specializes in providing regular office catering to companies. Located in San Francisco, California, United States, North America. Involved in the following industries: Catering, Food Delivery, Logistics, Office Administration, Personal Health Our current investors include 500 Startups, AJ Asver, Andrew Bredon, Andy McLoughlin, Cameron McLain, Chris Morton, Christina Brodbeck, Chrys Bader-Wechseler, Darius Contractor, Dave Nemetz, David Rowan, Dilan Dane, Fabrice Grinda, Forerunner Ventures, FundersClub, Great Oaks Venture Capital, Güimar Vaca Sittic, Jan Senderek, Jared Friedman, Jeremy Yap, Jermaine O'Neal, Jonathan Swanson, Jugoslav Petkovic, Kevin Mahaffey, Kulveer Taggar, Naveen Jain, Owen Van Natta, Passion Capital, Paul Buchheit, Sanford Dickert, Steve Chen, Structure Fund, Sumon Sadhu, Sutha Kamal, SV Angel, Tim Jackson, XG Ventures, Y Combinator, Zak Holdsworth. Funding amount (USD) so far is 3700000.0.",1.2013191807331616
328,500 Startups,Shippo,"Our funding stage is Seed. Shippo is a shipping platform that helps e-commerce companies manage their shipping operations more seamlessly. Located in San Francisco, California, United States, North America. Involved in the following industries: B2B, E-Commerce, Logistics, Software, Supply Chain Management Our current investors include 500 Startups, Fabrice Grinda, Güimar Vaca Sittic, Joanne Wilson, Plug and Play, Slow Ventures, Uncork Capital, Version One Ventures. Funding amount (USD) so far is 2000000.0.",0.3855022942703184
329,500 Startups,Silk Labs,"Our funding stage is Seed. Silk Labs providing on-device AI to empower businesses to build the next generation of intelligent connected devices. Located in San Mateo, California, United States, North America. Involved in the following industries: Artificial Intelligence, Internet of Things, Machine Learning Our current investors include 500 Startups, DoubleRock, Edith Yeung, Harrison Metal, Joshua Schachter, Qihoo 360 Technology, Sparkland Capital, Timothy Lee. Funding amount (USD) so far is 2525000.0.",-2.140011835985891
331,500 Startups,DIVE Studios,"Our funding stage is Seed. DIVE Studios is a digital media company. Located in Los Angeles, California, United States, North America. Involved in the following industries: Advertising, Digital Media, Podcast Our current investors include 500 Startups, Podfund, TechNexus Venture Collaborative. Funding amount (USD) so far is unknown.",-0.0820463856461417
332,500 Startups,Looka,"Our funding stage is Series A. Looka is an artificial intelligence and machine learning company located in Toronto. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Apps, Artificial Intelligence, Graphic Design, Machine Learning, Personal Branding Our current investors include 500 Startups, Flybridge, Real Ventures. Funding amount (USD) so far is 4555937.0.",0.8124016293462617
333,500 Startups,Hearo.Live: Simply Amazing Watch Parties,"Our funding stage is Venture - Series Unknown. Multiplayer TV is here. Hearo reinvents TV & Streaming as a live audience experience. Located in San Francisco, California, United States, North America. Involved in the following industries: Communities, eSports, Events, Online Games, Social Media, Sports, Video Streaming Our current investors include 500 Startups, Alex Rigopulos, Blake Van Leer, Charles N. Martin, Gady Nemirovsky, Michael Dornbrook, Richard Melmon, Ross Koningstein, Tim Chae. Funding amount (USD) so far is 1800000.0.",-0.877046378447687
334,500 Startups,User1st,"Our funding stage is Series B. User1st Ltd. provides a cloud-based service designed to make any website accessible without changing the existing codebase. Located in Washington, District of Columbia, United States, North America. Involved in the following industries: Internet, Software, UX Design, Web Development Our current investors include 500 Startups, Cornerstone Venture Partners, New Era Capital Partners, Shaked Ventures. Funding amount (USD) so far is 5500000.0.",1.1646369495253972
335,500 Startups,Behance,"Our funding stage is Series A. Behance is an online platform that enables creative professionals to showcase and discover creative work via online portfolios. Located in New York, New York, United States, North America. Involved in the following industries: Business Development, Information Technology, Online Portals Our current investors include 500 Startups, BoxGroup, Chris Dixon, Dave Morin, Garrett Camp, Grape Arbor VC, Initialized Capital, Jeff Bezos, Slow Ventures, Union Square Ventures, Yves Behar. Funding amount (USD) so far is 6500000.0.",-1.4971584024530313
336,500 Startups,Neutun Labs,"Our funding stage is Pre-Seed. Neutun is novel tracking software for epileptics through smartwatches and wearables. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Health Care, Software, Wearables Our current investors include 500 Startups, DMZ. Funding amount (USD) so far is 125000.0.",0.5890517640605387
337,500 Startups,BlackCart,"Our funding stage is Seed. BlackCart is a try-before-you-buy platform for eCommerce stores. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Apps, E-Commerce, E-Commerce Platforms, Retail Technology Our current investors include 500 Startups, Mana Ventures, Revel Partners, Struck Capital. Funding amount (USD) so far is 2000000.0.",-0.012934771139172798
338,500 Startups,Dreamship,"Our funding stage is Seed. Dreamship is the trusted ecosystem for ecommerce merchants who prioritize end buyer experience. Located in San Francisco, California, United States, North America. Involved in the following industries: Consulting, E-Commerce Our current investors include 500 Startups, 500 Startups Vietnam, Coughdrop Capital. Funding amount (USD) so far is unknown.",-0.3920036125929801
340,500 Startups,BacklotCars,"Our funding stage is Seed. BacklotCars allows auto dealers, auto finance, and rental car companies to transact without having to go to physical auctions. Located in Kansas City, Missouri, United States, North America. Involved in the following industries: Automotive, Marketplace, Wholesale Our current investors include 500 Startups. Funding amount (USD) so far is unknown.",-1.4306843142380403
341,500 Startups,inDinero,"Our funding stage is Seed. inDinero develops software that assists its users in tracking and managing their finance. Located in San Francisco, California, United States, North America. Involved in the following industries: Accounting, Consumer Software, Financial Services, FinTech, Software Our current investors include 500 Startups, Acequia Capital (Acecap), Base Ventures, Camp One Ventures, Christina Brodbeck, David Wu, Fritz Lanman, Hadi Partovi, Jeremy Stoppelman, Michael Powers, NOMO Ventures, Russell Siegelman, Steve Blank. Funding amount (USD) so far is 1200000.0.",1.0165289515315217
342,500 Startups,YContent,"Our funding stage is Seed. YContent is a video distribution platform in Latin America bringing premium curated content to massive audience across multiple device. Located in São Paulo, Sao Paulo, Brazil, South America. Involved in the following industries: Advertising, Content Syndication, Video Our current investors include 500 Startups, Igah, Ventures., initial.vc, Rhodium. Funding amount (USD) so far is 254048.0.",-1.6015656343376907
343,500 Startups,DentaCarts,"Our funding stage is Seed. DentaCarts has been founded to improve the Dentists shopping experience, not only but also to help them grow their clinics’ business. Located in Nasr City, Al Qahirah, Egypt, Africa. Involved in the following industries: Dental, E-Commerce Our current investors include 500 Startups, Asia Africa Investment & Consulting, AUC Angels, Wadi Makkah. Funding amount (USD) so far is 450000.0.",1.3146883260220963
344,500 Startups,Dabchy,"Our funding stage is Seed. Dabchy is a localized fashion marketplace where women can buy and sell their clothing online. Located in Tunis, Tunis, Tunisia, Africa. Involved in the following industries: E-Commerce, Marketplace Our current investors include 500 Startups, DAAL, Flat6Labs, Saudi Venture Capital, Vision Ventures. Funding amount (USD) so far is 300000.0.",0.15683426579438242
346,500 Startups,Kerning Cultures,"Our funding stage is Seed. We produce chart-topping, Arabic and English podcasts, and we're the first venture-backed podcast company in the Middle East. Located in Dubai, Dubai, United Arab Emirates, Asia. Involved in the following industries: Audio, Digital Media, Podcast Our current investors include 500 Startups, TechNexus Venture Collaborative. Funding amount (USD) so far is 470000.0.",-0.2956601585099571
347,500 Startups,Shots Studios,"Our funding stage is Series A. Shots Studios is a Los Angeles-based, data-driven entertainment company that produces online comedy and music videos. Located in Los Angeles, California, United States, North America. Involved in the following industries: Media and Entertainment, Music, Teenagers, Video, Video Streaming Our current investors include 500 Startups, ACME Capital, Daniel Curran, Dennis Phelps, Flight Ventures, Jason Calacanis, Ludlow Ventures, Major League Baseball Ventures, Maven Ventures, Pete Cashmore, Rodney Jerkins, Shervin Pishevar, Social Starts, Soma Capital, Universal Music Group, Upfront Ventures, WI Harper Group. Funding amount (USD) so far is 8500000.0.",-0.7891143982368097
348,500 Startups,PlateJoy,"Our funding stage is Seed.  Discover your healthiest self - Personalized nutrition programs designed for your unique health goals Located in Cambridge, Massachusetts, United States, North America. Involved in the following industries: Health Care, Nutrition, Wellness Our current investors include 500 Startups, ACME Capital, Cyan Banister, Foundation Capital, Healthbox, Jared Leto, Joanne Wilson, Max Ventures, Scott Banister, Shervin Pishevar, Vayner/RSE, Zillionize Angel. Funding amount (USD) so far is 1700000.0.",-1.9928127232475346
349,500 Startups,Incredible Labs,"Our funding stage is Seed. Incredible Labs, a developer of artificial intelligence, offers Donna, a software solution for time management. Located in San Francisco, California, United States, North America. Involved in the following industries: Artificial Intelligence, Mobile, Productivity Tools, Software Our current investors include 500 Startups, Ashton Kutcher, Hinge Capital, Khosla Ventures, Webb Investment Network. Funding amount (USD) so far is unknown.",-0.4773697285693107
351,500 Startups,Myndlift,"Our funding stage is Seed. Myndlift is provides better brain health using brain sensing technology Located in Tel Aviv, Tel Aviv, Israel, Asia. Involved in the following industries: Health Care, Medical, Neuroscience, Software Our current investors include 500 Startups, Touchdown Ventures. Funding amount (USD) so far is unknown.",0.008324959290416014
352,500 Startups,Melodics,"Our funding stage is Seed. Melodics is the new way to learn to play musical instruments Located in Auckland, Auckland, New Zealand, Oceania. Involved in the following industries: Mobile Apps, Mobile Devices, Music Our current investors include 500 Startups, Ableton, Alex Rigopulos, Icehouse Ventures, K1W1, Karl von Randow, Rich Chetwynd, Rowan Simpson, Tuhua Fund. Funding amount (USD) so far is 1200000.0.",-1.088852814207927
353,500 Startups,Stockbit,"Our funding stage is Seed. Stockbit is an Indonesian investment community platform for investors and traders to share information and their ideas. Located in Jakarta, Jakarta Raya, Indonesia, Asia. Involved in the following industries: Finance, Financial Services, Internet Our current investors include 500 Startups, Rondy Yunanda Yong. Funding amount (USD) so far is unknown.",0.8242535673929798
354,500 Startups,AutoFi,"Our funding stage is Seed. AutoFi is a commerce platform delivering point of sale solution for financing a vehicle online. Located in San Francisco, California, United States, North America. Involved in the following industries: Automotive, Financial Services, Point of Sale Our current investors include 500 Startups, Basset Investment Group, Crosslink Capital, Eniac Ventures, Fabrice Grinda, FJ Labs, Laconia, Lerer Hippeau, Max Ventures, Sandy Cass, Sean Bill, ZenStone Venture Capital. Funding amount (USD) so far is 2500000.0.",0.6113305743363017
356,500 Startups,Popbasic,"Our funding stage is Seed. Popbasic is based in a former steam car factory in Emeryville. Located in Emeryville, California, United States, North America. Involved in the following industries: Beauty, Collectibles, E-Commerce, Fashion, Retail, Wholesale Our current investors include 500 Startups. Funding amount (USD) so far is 99999.0.",-0.9772526818044529
357,500 Startups,Albert,"Our funding stage is Seed. Albert is a financial technology company aiming to democratize money management by making financial advice accessible and affordable. Located in Culver City, California, United States, North America. Involved in the following industries: Apps, Consulting, Finance, Financial Services, FinTech Our current investors include 500 Startups, American Express Ventures, Camp One Ventures, Plug and Play, Portag3 Ventures, QED Investors. Funding amount (USD) so far is 5000000.0.",-0.15528752969131465
358,500 Startups,Aprende Institute,"Our funding stage is Seed. Aprende Institute is the leading online education platform for vocational skills training in the US hispanic market and LATAM. Located in Coral Gables, Florida, United States, North America. Involved in the following industries: EdTech, Education Our current investors include 500 Startups, Angel Ventures, Artisan Venture Capital, Marcelo Claure, Martin Claure. Funding amount (USD) so far is 1663750.0.",0.9015476305313433
360,500 Startups,FTX Exchange,"Our funding stage is Seed. FTX Exchange is a cryptocurrency derivatives exchange company built by traders, for traders. Located in San Francisco, California, United States, North America. Involved in the following industries: Cryptocurrency, Trading Platform Our current investors include 500 Startups, Consensus Lab, FBG Capital, Galois Capital, Greylock, Kenetic, Kevin Han, Lemniscap, One Block Capital, Race Capital. Funding amount (USD) so far is 8000000.0.",-1.1478447305716832
361,500 Startups,Avocode,"Our funding stage is Seed. Avocode is software that enables its users to export and share anything from Photoshop and Sketch designs. Located in Prague, Hlavni mesto Praha, Czech Republic, Europe. Involved in the following industries: Apps, Art, Collaboration, Graphic Design, Software Our current investors include 500 Startups, Jeremy Yap, Kima Ventures, Phase4 Partners, Reflex Capital, TSVC, Wisemont Capital. Funding amount (USD) so far is 1025000.0.",-1.344331503923573
363,500 Startups,Productfy,"Our funding stage is Seed. Productfy is a secure and advanced platform for building financial applications. Located in San Jose, California, United States, North America. Involved in the following industries: Financial Services, FinTech, Software Our current investors include 500 Startups, 500 Startups Vietnam. Funding amount (USD) so far is unknown.",-0.6461934373027448
364,500 Startups,Copper Cow Coffee,"Our funding stage is Seed. Copper Cow Coffee is a Vietnamese coffee company that offers specialty Vietnamese coffee to offices and homes. Located in Los Angeles, California, United States, North America. Involved in the following industries: Agriculture, Coffee, Food and Beverage Our current investors include 500 Startups, 500 Startups Vietnam. Funding amount (USD) so far is unknown.",-2.8520791970880857
365,500 Startups,Earable,"Our funding stage is Seed. Earable is an earbud packed with biosensors for convenient health quantification. Located in Boulder, Colorado, United States, North America. Involved in the following industries: Wearables Our current investors include 500 Startups, 500 Startups Vietnam. Funding amount (USD) so far is unknown.",0.4581675814624002
366,500 Startups,Base.vn,"Our funding stage is Seed. Base.vn mission is to build an open and smart platform where all the best apps for businesses across Asia are located. Located in Hanoi, NA - Vietnam, Vietnam, Asia. Involved in the following industries: Information Technology, Internet, SaaS Our current investors include 500 Startups, 500 Startups Vietnam, Alpha JWC Ventures, BEENEXT, Vietnam Innovative Startup Accelerator. Funding amount (USD) so far is 1300000.0.",1.5471336803291875
367,500 Startups,Axie Infinity,"Our funding stage is Seed. Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies.  Located in Ho Chi Minh City, NA - Vietnam, Vietnam, Asia. Involved in the following industries: Blockchain, Video Games Our current investors include 500 Startups, 500 Startups Vietnam, Animoca Brands, ConsenSys, Hashed, Pangea Blockchain Fund. Funding amount (USD) so far is 1500000.0.",-0.1354038522696676
368,500 Startups,Beam,"Our funding stage is Seed. Beam is a micromobility company that offers e-scooter rentals. Located in Singapore, Central Region, Singapore, Asia. Involved in the following industries: Electric Vehicle, Last Mile Transportation, Sharing Economy, Transportation Our current investors include 500 Startups, 500 Startups Vietnam, Arbor Ventures, Arrive, Cherubic Ventures, Class 5 Global, Founders Fund, Gobi Partners, K2 Global, Maloekoe Ventures, Martin Li, Right Click Capital, Sequoia Capital India, ZhenFund. Funding amount (USD) so far is 6400000.0.",0.34227060084229155
369,500 Startups,AppOnboard,"Our funding stage is Series A. AppOnboard is a software company that empowers creators to build businesses without any programming experience. Located in Los Angeles, California, United States, North America. Involved in the following industries: Data Visualization, Developer APIs, Developer Platform, Developer Tools, Software Our current investors include 500 Startups, 500 Startups Vietnam, Korea Investment Partners, LVP, Mirae Asset Global Investments, Modern Times Group, MTG Co., Ltd., Ophir Capital Group, Paul Heydon, Runa Capital, Troy Capital Partners. Funding amount (USD) so far is 15000000.0.",-0.30734738540052087
370,500 Startups,Cricket One Asia,"Our funding stage is Seed. CricketOne leverages on IoT technology and the circular economy to produce the most sustainable and affordable protein from crickets. Located in Hanoi, NA - Vietnam, Vietnam, Asia. Involved in the following industries: Farmers Market, Information Technology, Internet, Internet of Things Our current investors include 500 Startups, 500 Startups Vietnam. Funding amount (USD) so far is unknown.",0.368744411532544
